image_id,source_image_id,image_file,gt_file,is_augmented,augmentation_index,backend,seed,caption,prompt,negative_prompt,style_tag,mean_abs_pixel_change,max_abs_pixel_change,change_entropy,cross_attention_used,cross_attention_num_maps,cross_attention_map_entropy,selected_token_index,selected_token,selected_token_score,gt_entropy,pseudo_gt_entropy
IMG053_00100_AUG000,IMG053_00100,IMG053_00100_AUG000.jpg,IMG053_00100_AUG000.npy,1,0,opencv_caption_style,984877706,A person wearing a large gray elephant mask stands inside a crowded subway car.,"Photorealistic image edit of the same scene: A person wearing a large gray elephant mask stands inside a crowded subway car. Apply high dynamic range, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,high dynamic range,44.49135971069336,255.0,12.931278568491194,0,0,0.0,-1,,0.0,12.636505326976476,12.621435190863394
IMG054_00100,IMG054_00100,IMG054_00100.jpg,IMG054_00100.npy,0,-1,original_copy,,An astronaut in a white spacesuit stands on the surface of the moon.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.62005420258356,12.62005420258356
IMG054_00100_AUG000,IMG054_00100,IMG054_00100_AUG000.jpg,IMG054_00100_AUG000.npy,1,0,opencv_caption_style,51259752,An astronaut in a white spacesuit stands on the surface of the moon.,"Photorealistic image edit of the same scene: An astronaut in a white spacesuit stands on the surface of the moon. Apply cinematic natural lighting, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,cinematic natural lighting,31.732532501220703,255.0,12.912481218438751,0,0,0.0,-1,,0.0,12.62005420258356,12.50645302933799
IMG055_00100,IMG055_00100,IMG055_00100.jpg,IMG055_00100.npy,0,-1,original_copy,,A person with a bun has a character shaved into the back of their head.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.809224096903563,12.809224096903563
IMG055_00100_AUG000,IMG055_00100,IMG055_00100_AUG000.jpg,IMG055_00100_AUG000.npy,1,0,opencv_caption_style,865478600,A person with a bun has a character shaved into the back of their head.,"Photorealistic image edit of the same scene: A person with a bun has a character shaved into the back of their head. Apply clean studio-like lighting, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,clean studio-like lighting,71.01239013671875,255.0,13.166026549698017,0,0,0.0,-1,,0.0,12.809224096903563,12.818735311441287
IMG056_00100,IMG056_00100,IMG056_00100.jpg,IMG056_00100.npy,0,-1,original_copy,,A man in a purple outfit and hat walks down a street lined with people.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,13.113787899622366,13.113787899622366
IMG056_00100_AUG000,IMG056_00100,IMG056_00100_AUG000.jpg,IMG056_00100_AUG000.npy,1,0,opencv_caption_style,1794910472,A man in a purple outfit and hat walks down a street lined with people.,"Photorealistic image edit of the same scene: A man in a purple outfit and hat walks down a street lined with people. Apply slightly warm color grading, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,45.25240707397461,250.0,13.147600402925718,0,0,0.0,-1,,0.0,13.113787899622366,13.09394697658081
IMG057_00100,IMG057_00100,IMG057_00100.jpg,IMG057_00100.npy,0,-1,original_copy,,Two hockey players in helmets and pads compete for a puck on the ice.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.702844209260093,12.702844209260093
IMG057_00100_AUG000,IMG057_00100,IMG057_00100_AUG000.jpg,IMG057_00100_AUG000.npy,1,0,opencv_caption_style,1966314794,Two hockey players in helmets and pads compete for a puck on the ice.,"Photorealistic image edit of the same scene: Two hockey players in helmets and pads compete for a puck on the ice. Apply documentary photograph style, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,documentary photograph style,60.666847229003906,255.0,13.187004802489753,0,0,0.0,-1,,0.0,12.702844209260093,12.702111780999985
IMG058_00100,IMG058_00100,IMG058_00100.jpg,IMG058_00100.npy,0,-1,original_copy,,Two officers in blue uniforms stand facing each other between three flags.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.652370331087695,12.652370331087695
IMG058_00100_AUG000,IMG058_00100,IMG058_00100_AUG000.jpg,IMG058_00100_AUG000.npy,1,0,opencv_caption_style,986980081,Two officers in blue uniforms stand facing each other between three flags.,"Photorealistic image edit of the same scene: Two officers in blue uniforms stand facing each other between three flags. Apply soft diffused lighting, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,32.15896987915039,255.0,13.07285713151009,0,0,0.0,-1,,0.0,12.652370331087695,12.541226942792491
IMG059_00100,IMG059_00100,IMG059_00100.jpg,IMG059_00100.npy,0,-1,original_copy,,A smiling man with a gray beard and glasses stands on a paved path.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.58201284757024,12.58201284757024
IMG059_00100_AUG000,IMG059_00100,IMG059_00100_AUG000.jpg,IMG059_00100_AUG000.npy,1,0,opencv_caption_style,1914615394,A smiling man with a gray beard and glasses stands on a paved path.,"Photorealistic image edit of the same scene: A smiling man with a gray beard and glasses stands on a paved path. Apply slightly cool color grading, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,38.847450256347656,255.0,13.037957590939286,0,0,0.0,-1,,0.0,12.58201284757024,12.59320404577602
IMG060_00100,IMG060_00100,IMG060_00100.jpg,IMG060_00100.npy,0,-1,original_copy,,A cyclist wearing a helmet and sunglasses rides a black and blue bicycle.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,13.077498844416368,13.077498844416368
IMG060_00100_AUG000,IMG060_00100,IMG060_00100_AUG000.jpg,IMG060_00100_AUG000.npy,1,0,opencv_caption_style,86826398,A cyclist wearing a helmet and sunglasses rides a black and blue bicycle.,"Photorealistic image edit of the same scene: A cyclist wearing a helmet and sunglasses rides a black and blue bicycle. Apply clean studio-like lighting, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,clean studio-like lighting,23.25103759765625,255.0,12.83802505596362,0,0,0.0,-1,,0.0,13.077498844416368,12.992579239027691
IMG061_00100,IMG061_00100,IMG061_00100.jpg,IMG061_00100.npy,0,-1,original_copy,,A person wearing a wide brimmed hat and glasses stands near several pine trees.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.617981287858584,12.617981287858584
IMG061_00100_AUG000,IMG061_00100,IMG061_00100_AUG000.jpg,IMG061_00100_AUG000.npy,1,0,opencv_caption_style,4438093,A person wearing a wide brimmed hat and glasses stands near several pine trees.,"Photorealistic image edit of the same scene: A person wearing a wide brimmed hat and glasses stands near several pine trees. Apply documentary photograph style, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,documentary photograph style,29.42612648010254,255.0,12.89076490077187,0,0,0.0,-1,,0.0,12.617981287858584,12.733344434932405
IMG064_00100,IMG064_00100,IMG064_00100.jpg,IMG064_00100.npy,0,-1,original_copy,,A man with gray hair looks downward in high contrast light and shadow.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.48060558739644,12.48060558739644
IMG064_00100_AUG000,IMG064_00100,IMG064_00100_AUG000.jpg,IMG064_00100_AUG000.npy,1,0,opencv_caption_style,1745883381,A man with gray hair looks downward in high contrast light and shadow.,"Photorealistic image edit of the same scene: A man with gray hair looks downward in high contrast light and shadow. Apply slightly cool color grading, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,21.51682472229004,255.0,12.98592257347127,0,0,0.0,-1,,0.0,12.48060558739644,12.283308543266685
IMG065_00100,IMG065_00100,IMG065_00100.jpg,IMG065_00100.npy,0,-1,original_copy,,A baseball player in a white uniform raises both hands while wearing a helmet.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.642597232850676,12.642597232850676
IMG065_00100_AUG000,IMG065_00100,IMG065_00100_AUG000.jpg,IMG065_00100_AUG000.npy,1,0,opencv_caption_style,648368580,A baseball player in a white uniform raises both hands while wearing a helmet.,"Photorealistic image edit of the same scene: A baseball player in a white uniform raises both hands while wearing a helmet. Apply slightly cool color grading, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,37.639686584472656,253.0,13.043011146180788,0,0,0.0,-1,,0.0,12.642597232850676,12.584884319604043
IMG066_00100,IMG066_00100,IMG066_00100.jpg,IMG066_00100.npy,0,-1,original_copy,,Several baseball players in red jerseys and gray pants stand on a green field.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,13.097606317594,13.097606317594
IMG066_00100_AUG000,IMG066_00100,IMG066_00100_AUG000.jpg,IMG066_00100_AUG000.npy,1,0,opencv_caption_style,1667206774,Several baseball players in red jerseys and gray pants stand on a green field.,"Photorealistic image edit of the same scene: Several baseball players in red jerseys and gray pants stand on a green field. Apply clean studio-like lighting, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,clean studio-like lighting,53.92674255371094,255.0,13.209537760963258,0,0,0.0,-1,,0.0,13.097606317594,13.064028817931103
IMG067_00100,IMG067_00100,IMG067_00100.jpg,IMG067_00100.npy,0,-1,original_copy,,A basketball player with hair in buns holds a basketball with both hands.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.478181632842734,12.478181632842734
IMG067_00100_AUG000,IMG067_00100,IMG067_00100_AUG000.jpg,IMG067_00100_AUG000.npy,1,0,opencv_caption_style,978430516,A basketball player with hair in buns holds a basketball with both hands.,"Photorealistic image edit of the same scene: A basketball player with hair in buns holds a basketball with both hands. Apply high dynamic range, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,high dynamic range,38.04578399658203,250.0,13.181663338305839,0,0,0.0,-1,,0.0,12.478181632842734,12.45026202201916
IMG071_00100,IMG071_00100,IMG071_00100.jpg,IMG071_00100.npy,0,-1,original_copy,,A man in a suit shakes hands with a woman wearing a white poncho.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.569540553672596,12.569540553672596
IMG071_00100_AUG000,IMG071_00100,IMG071_00100_AUG000.jpg,IMG071_00100_AUG000.npy,1,0,opencv_caption_style,1540022417,A man in a suit shakes hands with a woman wearing a white poncho.,"Photorealistic image edit of the same scene: A man in a suit shakes hands with a woman wearing a white poncho. Apply slightly cool color grading, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,37.44771194458008,250.0,13.04035040980375,0,0,0.0,-1,,0.0,12.569540553672596,12.484800720586009
IMG072_00100,IMG072_00100,IMG072_00100.jpg,IMG072_00100.npy,0,-1,original_copy,,A man wearing a baseball cap stands with his hands on a woman's shoulders.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.532711249186832,12.532711249186832
IMG072_00100_AUG000,IMG072_00100,IMG072_00100_AUG000.jpg,IMG072_00100_AUG000.npy,1,0,opencv_caption_style,1286392163,A man wearing a baseball cap stands with his hands on a woman's shoulders.,"Photorealistic image edit of the same scene: A man wearing a baseball cap stands with his hands on a woman's shoulders. Apply documentary photograph style, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,documentary photograph style,31.8102970123291,255.0,12.955871869626229,0,0,0.0,-1,,0.0,12.532711249186832,12.52298629664483
IMG073_00100,IMG073_00100,IMG073_00100.jpg,IMG073_00100.npy,0,-1,original_copy,,A woman and a man stand together while holding several large sheets of paper.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.572091078055564,12.572091078055564
IMG073_00100_AUG000,IMG073_00100,IMG073_00100_AUG000.jpg,IMG073_00100_AUG000.npy,1,0,opencv_caption_style,140482324,A woman and a man stand together while holding several large sheets of paper.,"Photorealistic image edit of the same scene: A woman and a man stand together while holding several large sheets of paper. Apply clean studio-like lighting, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,clean studio-like lighting,43.46626663208008,255.0,12.937298286458287,0,0,0.0,-1,,0.0,12.572091078055564,12.470021380523576
IMG074_00101,IMG074_00101,IMG074_00101.jpg,IMG074_00101.npy,0,-1,original_copy,,A person wearing an orange sweatshirt looks toward the side of the frame.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.55089153665267,12.55089153665267
IMG074_00101_AUG000,IMG074_00101,IMG074_00101_AUG000.jpg,IMG074_00101_AUG000.npy,1,0,opencv_caption_style,1546828459,A person wearing an orange sweatshirt looks toward the side of the frame.,"Photorealistic image edit of the same scene: A person wearing an orange sweatshirt looks toward the side of the frame. Apply slightly cool color grading, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,37.82221984863281,246.0,13.210055560353794,0,0,0.0,-1,,0.0,12.55089153665267,12.508692417067778
IMG075_00100,IMG075_00100,IMG075_00100.jpg,IMG075_00100.npy,0,-1,original_copy,,An athlete in a uniform throws a ball while holding a leather glove.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.669368701887379,12.669368701887379
IMG075_00100_AUG000,IMG075_00100,IMG075_00100_AUG000.jpg,IMG075_00100_AUG000.npy,1,0,opencv_caption_style,1350316540,An athlete in a uniform throws a ball while holding a leather glove.,"Photorealistic image edit of the same scene: An athlete in a uniform throws a ball while holding a leather glove. Apply high dynamic range, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,high dynamic range,36.97162628173828,255.0,13.19811201103414,0,0,0.0,-1,,0.0,12.669368701887379,12.631737874703504
IMG077_00100,IMG077_00100,IMG077_00100.jpg,IMG077_00100.npy,0,-1,original_copy,,A man in a grey suit points his finger toward another man in blue.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.550608017079867,12.550608017079867
IMG077_00100_AUG000,IMG077_00100,IMG077_00100_AUG000.jpg,IMG077_00100_AUG000.npy,1,0,opencv_caption_style,2063469972,A man in a grey suit points his finger toward another man in blue.,"Photorealistic image edit of the same scene: A man in a grey suit points his finger toward another man in blue. Apply cinematic natural lighting, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,cinematic natural lighting,47.54290771484375,250.0,13.067478916416292,0,0,0.0,-1,,0.0,12.550608017079867,12.463879377060493
IMG078_00100,IMG078_00100,IMG078_00100.jpg,IMG078_00100.npy,0,-1,original_copy,,A creature with a pointed head stands next to a woman in a brown blazer.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.674127068931284,12.674127068931284
IMG078_00100_AUG000,IMG078_00100,IMG078_00100_AUG000.jpg,IMG078_00100_AUG000.npy,1,0,opencv_caption_style,2117804669,A creature with a pointed head stands next to a woman in a brown blazer.,"Photorealistic image edit of the same scene: A creature with a pointed head stands next to a woman in a brown blazer. Apply soft diffused lighting, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,34.29692077636719,255.0,12.963443435517945,0,0,0.0,-1,,0.0,12.674127068931284,12.554571904444401
IMG079_00100,IMG079_00100,IMG079_00100.jpg,IMG079_00100.npy,0,-1,original_copy,,A man in camouflage uniform points his hand toward a framed portrait on the wall.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.627515810580917,12.627515810580917
IMG079_00100_AUG000,IMG079_00100,IMG079_00100_AUG000.jpg,IMG079_00100_AUG000.npy,1,0,opencv_caption_style,1736278420,A man in camouflage uniform points his hand toward a framed portrait on the wall.,"Photorealistic image edit of the same scene: A man in camouflage uniform points his hand toward a framed portrait on the wall. Apply slightly warm color grading, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,47.66054916381836,255.0,13.136909594796919,0,0,0.0,-1,,0.0,12.627515810580917,12.60521727718151
IMG081_00100,IMG081_00100,IMG081_00100.jpg,IMG081_00100.npy,0,-1,original_copy,,A woman holds a baby who is drinking from a bottle.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,13.081656736900186,13.081656736900186
IMG081_00100_AUG000,IMG081_00100,IMG081_00100_AUG000.jpg,IMG081_00100_AUG000.npy,1,0,opencv_caption_style,1656384100,A woman holds a baby who is drinking from a bottle.,"Photorealistic image edit of the same scene: A woman holds a baby who is drinking from a bottle. Apply soft diffused lighting, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,23.587005615234375,192.0,13.015879995098942,0,0,0.0,-1,,0.0,13.081656736900186,13.014893894557645
IMG082_00101,IMG082_00101,IMG082_00101.jpg,IMG082_00101.npy,0,-1,original_copy,,A baby lies on a person and holds its own feet.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.656373385210827,12.656373385210827
IMG082_00101_AUG000,IMG082_00101,IMG082_00101_AUG000.jpg,IMG082_00101_AUG000.npy,1,0,opencv_caption_style,755951331,A baby lies on a person and holds its own feet.,"Photorealistic image edit of the same scene: A baby lies on a person and holds its own feet. Apply slightly cool color grading, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,58.400489807128906,255.0,13.157545897112868,0,0,0.0,-1,,0.0,12.656373385210827,12.669426190207105
IMG083_00100,IMG083_00100,IMG083_00100.jpg,IMG083_00100.npy,0,-1,original_copy,,A woman wearing a headband writes on a black folder.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.724148307758242,12.724148307758242
IMG083_00100_AUG000,IMG083_00100,IMG083_00100_AUG000.jpg,IMG083_00100_AUG000.npy,1,0,opencv_caption_style,459733937,A woman wearing a headband writes on a black folder.,"Photorealistic image edit of the same scene: A woman wearing a headband writes on a black folder. Apply slightly cool color grading, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,slightly cool color grading,41.53921127319336,255.0,13.10793318682704,0,0,0.0,-1,,0.0,12.724148307758242,12.697398815462748
IMG084_00101,IMG084_00101,IMG084_00101.jpg,IMG084_00101.npy,0,-1,original_copy,,A woman in sunglasses stands on a field wearing a sweatshirt.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.491497300721676,12.491497300721676
IMG084_00101_AUG000,IMG084_00101,IMG084_00101_AUG000.jpg,IMG084_00101_AUG000.npy,1,0,opencv_caption_style,975165669,A woman in sunglasses stands on a field wearing a sweatshirt.,"Photorealistic image edit of the same scene: A woman in sunglasses stands on a field wearing a sweatshirt. Apply soft diffused lighting, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,20.15339469909668,232.0,12.756421013096258,0,0,0.0,-1,,0.0,12.491497300721676,12.380830161422637
IMG085_00100,IMG085_00100,IMG085_00100.jpg,IMG085_00100.npy,0,-1,original_copy,,A person looks toward the camera while wearing a white jersey.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.665387020498656,12.665387020498656
IMG085_00100_AUG000,IMG085_00100,IMG085_00100_AUG000.jpg,IMG085_00100_AUG000.npy,1,0,opencv_caption_style,184412080,A person looks toward the camera while wearing a white jersey.,"Photorealistic image edit of the same scene: A person looks toward the camera while wearing a white jersey. Apply slightly warm color grading, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,49.35577392578125,247.0,13.114245080162618,0,0,0.0,-1,,0.0,12.665387020498656,12.661990082618559
IMG086_00100,IMG086_00100,IMG086_00100.jpg,IMG086_00100.npy,0,-1,original_copy,,A man with a beard stands in front of a red floor.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.589291779378982,12.589291779378982
IMG086_00100_AUG000,IMG086_00100,IMG086_00100_AUG000.jpg,IMG086_00100_AUG000.npy,1,0,opencv_caption_style,153586965,A man with a beard stands in front of a red floor.,"Photorealistic image edit of the same scene: A man with a beard stands in front of a red floor. Apply documentary photograph style, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,documentary photograph style,30.7946834564209,255.0,12.726363092743663,0,0,0.0,-1,,0.0,12.589291779378982,12.4123990187868
IMG087_00101,IMG087_00101,IMG087_00101.jpg,IMG087_00101.npy,0,-1,original_copy,,A woman with blonde hair wears a black fringed top.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.740226415657162,12.740226415657162
IMG087_00101_AUG000,IMG087_00101,IMG087_00101_AUG000.jpg,IMG087_00101_AUG000.npy,1,0,opencv_caption_style,2090857507,A woman with blonde hair wears a black fringed top.,"Photorealistic image edit of the same scene: A woman with blonde hair wears a black fringed top. Apply cinematic natural lighting, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,cinematic natural lighting,52.72158432006836,255.0,13.000816737497871,0,0,0.0,-1,,0.0,12.740226415657162,12.724781389646523
IMG088_00111,IMG088_00111,IMG088_00111.jpg,IMG088_00111.npy,0,-1,original_copy,,A woman in a blue jacket holds a microphone and speaks.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.783890412604023,12.783890412604023
IMG088_00111_AUG000,IMG088_00111,IMG088_00111_AUG000.jpg,IMG088_00111_AUG000.npy,1,0,opencv_caption_style,777559766,A woman in a blue jacket holds a microphone and speaks.,"Photorealistic image edit of the same scene: A woman in a blue jacket holds a microphone and speaks. Apply slightly warm color grading, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,57.91998291015625,255.0,13.137208640301992,0,0,0.0,-1,,0.0,12.783890412604023,12.761283913094985
IMG089_00110,IMG089_00110,IMG089_00110.jpg,IMG089_00110.npy,0,-1,original_copy,,Two men smile closely together inside of a dark vehicle.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.63012588224774,12.63012588224774
IMG089_00110_AUG000,IMG089_00110,IMG089_00110_AUG000.jpg,IMG089_00110_AUG000.npy,1,0,opencv_caption_style,1590192977,Two men smile closely together inside of a dark vehicle.,"Photorealistic image edit of the same scene: Two men smile closely together inside of a dark vehicle. Apply cinematic natural lighting, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,cinematic natural lighting,29.335847854614258,243.0,12.942048944250189,0,0,0.0,-1,,0.0,12.63012588224774,12.622379080062274
IMG090_00110,IMG090_00110,IMG090_00110.jpg,IMG090_00110.npy,0,-1,original_copy,,A man in a suit raises his hand behind a podium.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.54746193509618,12.54746193509618
IMG090_00110_AUG000,IMG090_00110,IMG090_00110_AUG000.jpg,IMG090_00110_AUG000.npy,1,0,opencv_caption_style,1082026729,A man in a suit raises his hand behind a podium.,"Photorealistic image edit of the same scene: A man in a suit raises his hand behind a podium. Apply cinematic natural lighting, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,cinematic natural lighting,41.596126556396484,255.0,12.751059681945101,0,0,0.0,-1,,0.0,12.54746193509618,12.47011888998395
IMG092_00111,IMG092_00111,IMG092_00111.jpg,IMG092_00111.npy,0,-1,original_copy,,A crowd of people wearing masks stands near a large rainbow flag.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.68767211644672,12.68767211644672
IMG092_00111_AUG000,IMG092_00111,IMG092_00111_AUG000.jpg,IMG092_00111_AUG000.npy,1,0,opencv_caption_style,2101886863,A crowd of people wearing masks stands near a large rainbow flag.,"Photorealistic image edit of the same scene: A crowd of people wearing masks stands near a large rainbow flag. Apply slightly warm color grading, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,slightly warm color grading,45.93177032470703,238.0,13.20713816596799,0,0,0.0,-1,,0.0,12.68767211644672,12.649816198607823
IMG093_00110,IMG093_00110,IMG093_00110.jpg,IMG093_00110.npy,0,-1,original_copy,,A man in a suit stands next to a person in a costume.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.634765608424914,12.634765608424914
IMG093_00110_AUG000,IMG093_00110,IMG093_00110_AUG000.jpg,IMG093_00110_AUG000.npy,1,0,opencv_caption_style,1245293116,A man in a suit stands next to a person in a costume.,"Photorealistic image edit of the same scene: A man in a suit stands next to a person in a costume. Apply documentary photograph style, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,documentary photograph style,31.50701332092285,255.0,13.053640579831836,0,0,0.0,-1,,0.0,12.634765608424914,12.601826317624273
IMG094_00110,IMG094_00110,IMG094_00110.jpg,IMG094_00110.npy,0,-1,original_copy,,Four colorful paintings of a smiling man are arranged in a grid.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.622620418032056,12.622620418032056
IMG094_00110_AUG000,IMG094_00110,IMG094_00110_AUG000.jpg,IMG094_00110_AUG000.npy,1,0,opencv_caption_style,1688290354,Four colorful paintings of a smiling man are arranged in a grid.,"Photorealistic image edit of the same scene: Four colorful paintings of a smiling man are arranged in a grid. Apply soft diffused lighting, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,43.51224899291992,247.0,13.057093157804246,0,0,0.0,-1,,0.0,12.622620418032056,12.553580510096253
IMG095_00110,IMG095_00110,IMG095_00110.jpg,IMG095_00110.npy,0,-1,original_copy,,Two men in suits give thumbs up gestures behind a large wooden desk.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.64561487945366,12.64561487945366
IMG095_00110_AUG000,IMG095_00110,IMG095_00110_AUG000.jpg,IMG095_00110_AUG000.npy,1,0,opencv_caption_style,1670907676,Two men in suits give thumbs up gestures behind a large wooden desk.,"Photorealistic image edit of the same scene: Two men in suits give thumbs up gestures behind a large wooden desk. Apply clean studio-like lighting, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,clean studio-like lighting,34.06574249267578,255.0,13.116499708772956,0,0,0.0,-1,,0.0,12.64561487945366,12.613772822257488
IMG096_00110,IMG096_00110,IMG096_00110.jpg,IMG096_00110.npy,0,-1,original_copy,,Two men in dark suits walk together through a bright indoor hallway.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.69323403168164,12.69323403168164
IMG096_00110_AUG000,IMG096_00110,IMG096_00110_AUG000.jpg,IMG096_00110_AUG000.npy,1,0,opencv_caption_style,286810948,Two men in dark suits walk together through a bright indoor hallway.,"Photorealistic image edit of the same scene: Two men in dark suits walk together through a bright indoor hallway. Apply soft diffused lighting, with small focal-length variation. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,38.28555679321289,255.0,12.842392195394723,0,0,0.0,-1,,0.0,12.69323403168164,12.598881628540312
IMG097_00110,IMG097_00110,IMG097_00110.jpg,IMG097_00110.npy,0,-1,original_copy,,A man wearing a military uniform with medals stands in a formal portrait.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.578597003093364,12.578597003093364
IMG097_00110_AUG000,IMG097_00110,IMG097_00110_AUG000.jpg,IMG097_00110_AUG000.npy,1,0,opencv_caption_style,1524436703,A man wearing a military uniform with medals stands in a formal portrait.,"Photorealistic image edit of the same scene: A man wearing a military uniform with medals stands in a formal portrait. Apply clean studio-like lighting, with slightly shifted viewpoint. Preserve scene structure, object identities, and spatial layout.",,clean studio-like lighting,31.26424217224121,240.0,13.094335988552245,0,0,0.0,-1,,0.0,12.578597003093364,12.446544453584465
IMG098_00110,IMG098_00110,IMG098_00110.jpg,IMG098_00110.npy,0,-1,original_copy,,Four people stand together in a room with flags and a model airplane.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.674661037826354,12.674661037826354
IMG098_00110_AUG000,IMG098_00110,IMG098_00110_AUG000.jpg,IMG098_00110_AUG000.npy,1,0,opencv_caption_style,256388523,Four people stand together in a room with flags and a model airplane.,"Photorealistic image edit of the same scene: Four people stand together in a room with flags and a model airplane. Apply soft diffused lighting, with mild zoom variation. Preserve scene structure, object identities, and spatial layout.",,soft diffused lighting,49.1931037902832,255.0,12.982865437415171,0,0,0.0,-1,,0.0,12.674661037826354,12.629993509113774
IMG099_00111,IMG099_00111,IMG099_00111.jpg,IMG099_00111.npy,0,-1,original_copy,,A man and a woman in formal attire shake hands in front of signs.,,,,0.0,0.0,0.0,0,0,0.0,-1,,0.0,12.572284774320906,12.572284774320906
IMG099_00111_AUG000,IMG099_00111,IMG099_00111_AUG000.jpg,IMG099_00111_AUG000.npy,1,0,opencv_caption_style,632857886,A man and a woman in formal attire shake hands in front of signs.,"Photorealistic image edit of the same scene: A man and a woman in formal attire shake hands in front of signs. Apply high dynamic range, with subtle framing change. Preserve scene structure, object identities, and spatial layout.",,high dynamic range,41.03590774536133,255.0,13.021736069666929,0,0,0.0,-1,,0.0,12.572284774320906,12.538994450116661
